nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Generic 6.5MW Digital LCD FM/AM 2 Band Stereo Radio Mini Pocket Receiver + Earphone Kit # Silver,Generic,44,Rp20.400,Rp102,0.5,Specifications:,0 out of 5,0,Rp0,18 Juni 2019
Vitron V4 Digital DVD Player + 2 FREE Heavy Duty Power Cables,Vitron,78,Rp45.190,Rp2.699,0.4,,4.1 out of 5,10,Rp451.900,24 April 2019
Generic 1.5 Meter Audio Extension Cable 3.5mm Jack Male to Female,Generic,23,Rp9.990.000,Rp600,0.4,* Gold plated connectors provide lossless sound quality and resistance against oxidation.,3.6 out of 5,5,Rp49.950.000,15 Mei 2019
Generic 1 Meter Audio Extension Cable 3.5mm Jack Male to Male AUX Cable 3.5 mm Audio Extender Cord for Computer Mobile Phones Amplifier Red,Generic,30,Rp2.300.000,Rp115,0.5,* Gold plated connectors provide lossless sound quality and resistance against oxidation.,0 out of 5,0,Rp0,1 Mei 2018
LG 330W HOMETHEATRE SYSTEM5.1CHBASS  BLAST LHD457,LG,19,Rp400.000,Rp32,0.2,LG LHD457 5.1 Ch Home Theaters DVD Player,0 out of 5,0,Rp0,14 September 2018
Generic 3.5mm Wired Gaming Headphones Over Ear Game Headset Stereo Bass Earphone with Microphone Volume Control for PC Laptop PS4 Smart Phone,Generic,45,Rp21.270,Rp1.611,0.24,With 3.5mm interface it is suitable for smart phone Tablet PC laptop for PS4 for New XBOX ONE and other 3.5mm audio devices.,0 out of 5,0,Rp0,24 Mei 2018
"Skilltech Wall Mount Bracket. 23"" to 55"" Skill Tech Sh 44T Tilt    Black",Skilltech,68,,Rp1.999,,,5 out of 5,1,Rp0,19 Juli 2018
Generic Car Bluetooth Adapter Receiver Speaker  USB Dongle,Generic,83,Rp6.000.000,Rp335,0.44,It turns ordinary speakers into wireless Bluetooth stereo audio music speakers. They are an easy and cheap way to own Bluetooth speakers. turn your car stereo into Bluetooth speakers as well. Play music from your mobile phone direct to your speakers. A sure way to own Bluetooth speakers and car stereo system without breaking an arm.,3.1 out of 5,14,Rp84.000.000,31 Agustus 2019
Jbl Live 500BT Blue,Jbl,78,,Rp14.995,,In your world superior sound is essential so slip on a pair of  LIVE400BT wireless on ear headphones. Equipped with massive 40mm drivers  LIVE400BT headphones deliver Signature Sound punctuated with enhanced bass so every track on every playlist pops. Need some help getting through the day? Easily access the Google Assistant or Alexa with a tap on the ear cup and play your favorite playlist text your friend or check the weather and much more without glancing at your phone. But that’s not all. The  LIVE400BT headphones can also keep you in touch with your surroundings thanks to the Ambient Aware function and Talk Thru technology that lets you have a conversation without removing the headphones. Lightweight and comfortable thanks to the pillow soft padded headband you’ll enjoy 24 hours of music streaming with 2 hours of recharging time multipoint connection capabilities and a convenient detachable cable with remote/mic that lets you rock on even when the battery goes off. Rock out while staying tuned in with the LIVE 400BT headphones.,0 out of 5,0,Rp0,18 April 2019
Jsb 6 Way PORT Socket Power Extension Cable 10m long   White,Jsb,71,Rp18.000,Rp145,0.19,This 6 Way Socket Extension Cable is the ideal plug for all your electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making withstand overheating.Order this 6 Way Socket Extension Cable today from Jumiaat a great affordable price and have it delivered right at your doorstep.,0 out of 5,0,Rp0,13 April 2019
Sinotec STL 43E2AS   43” FHD Smart  LED TV   Black,Sinotec,60,Rp350.000,Rp24.999,0.29,,5 out of 5,1,Rp350.000,18 Juli 2019
Generic Q15 Car Bluetooth Fm Modulator Charger,Generic,20,Rp15.000,Rp125,0.17,,0 out of 5,0,Rp0,11 Mei 2018
Awei  Wireless Bluetooth   Portable Speaker Waterproof,Awei,62,Rp85.000,Rp6.999,0.18,"IPX4 waterproof. This speaker is waterproof so you dont worry about it getting wet during adventure or any activities
With 360 degree surround sound technology Y280 enjoys an impressive power sound
High capacity battery for up to 12 hours of continuous playing time on a full charge.
FM Radio feature. Innovative feature that allows you to listen to local FM radio stations anywhere anytime.
Powerbank Feature. With its 4000mah battery you can full charge your phone or any device.
Y820 has an audio cable with a 3.5mm jack that can be connected to a computer for use as a speaker.
It has a TF card reader so you can also play music with your memory card.
Support TF card APE FLAC MP3 WAV WMV music format support USB sound card can connect two devices at the same time
Portable with its strap you can take in any adventure or any sports activities.
With Aux port that allows you to connect other device. 
Bluetooth Transmission Range: 10m (barrier free space)
Bluetooth AUX Cable Micro SD Card FM Radio",0 out of 5,0,Rp0,7 November 2019
Wster Portable Wireless Speaker Bluetooth MP3 Player & Radio  WS 1822,Wster,14,Rp26.000,Rp23,0.12,"

 

",4.5 out of 5,4,Rp104.000,12 April 2018
Generic 3.5mm Audio Splitter Cable AUX Stereo 1 Male to 2 Female Headphone Extension Cable Adapter for Smart Phone Tablet PC Laptop other 3.5mm Audio Devices Silver,Generic,94,Rp2.740.000,Rp137,0.5,Audio splitter cable converts a single 3.5mm audio jack to two 3.5mm jacks one male to two female.,0 out of 5,0,Rp0,7 Agustus 2019
Vision Adroid tv remote control,Vision,50,Rp24.990,Rp1.999,0.2,Replacement remote control for vision ADROID smart Tv.It operates all functions and commands simple to use. Control innovative technology that does not require setting.,5 out of 5,3,Rp74.970,26 April 2018
Amaya Wireless Bluetooth Eaphones,Amaya,68,Rp10.000,Rp500,0.5,A perfect companion for smartphones the ultralight Bluetooth headset features dual microphones that reduce noise and wind for clear crisp call quality.,4 out of 5,4,Rp40.000,30 September 2019
Jbl Cinema SB 160,Jbl,29,,Rp29.995,,The Cinema SB160 features 220W system power Dolby Digital Optical and HDMI ARC four powerful full range drivers and comes with a wireless subwoofer. Enjoy impressive balanced sound with extra deep bass for movies and music entertainment.Plus it’s Bluetooth enabled so you can play your favorite music wirelessly from any,0 out of 5,0,Rp0,16 Agustus 2019
Homestar HS 1061 Multimedia Speaker System 3.1CH   Black,Homestar,98,Rp69.890,Rp5.599,0.2,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,15 Oktober 2018
Generic Lavalier Lapel Portable Clip on Microphone Mic 3.5mm Audio Plug Length 1.5m Omni directional Noise canceling Mic for Smartphone Camera Computer Laptop for Video Recording Interview Webcast,Generic,43,Rp9.840.000,Rp757,0.23,3.5mm audio plug compatible with various of smartphones cameras laptop computers and so on.,4 out of 5,1,Rp9.840.000,16 Desember 2019
Royal Sound 2.1CH Subwoofer Mp3  System  10000W Fmusbbt,Royal Sound,28,Rp70.000,Rp39,0.44,,0 out of 5,0,Rp0,20 Juni 2019
Sony DAV DZ650   5.1 Ch. DVD Home Theatre System   Black,Sony,41,Rp499.990,Rp3.539,0.29,Exceptionally elegant and stylish this ,4.6 out of 5,45,Rp22.499.550,13 Mei 2018
"Sony 32W600D   32"" Smart HD LED TV   Black..",Sony,86,Rp350.000,Rp234,0.33,,3.9 out of 5,11,Rp3.850.000,9 Februari 2018
"Skilltech 20T for 15"" to 43""  Tilting Wall Mount Bracket.",Skilltech,92,Rp55.000,Rp979,0.82,Mount your stylish flat screen on the wall and accentuate your space,0 out of 5,0,Rp0,10 Agustus 2018
M Luck SOLAR RADIO WITH BLUETOOTHTORCH SOLAR PANEL,M Luck,39,,Rp3.999,,Order ,4 out of 5,2,Rp0,17 Maret 2018
"Samsung UA49N5300   49""   Flat Smart LED TV   Full HD   New 2018 Model",Samsung,97,Rp550.000,Rp4.949,0.1,,4.3 out of 5,3,Rp1.650.000,16 April 2018
TCL 43P8M   43” 4K ULTRA HD ANDROID TV Netflix YouTube,TCL,27,Rp650.000,Rp38.498,0.41,Buy this awesome TV and enjoy a greater level of home entertainment realism than ever before. Thanks to a resolution twice as high Ultra HDR 4K TVs the TCL Ultra HDR 4K TV delivers a breathtaking viewing experience that takes you beyond the screen into a world of total immersion. ,4.7 out of 5,3,Rp1.950.000,6 Juli 2019
Generic 3 Way Audio Video AV RCA Switch Switcher Splitter,Generic,96,Rp15.000,Rp749,0.5,3 Way Audio Video AV RCA Switch Switcher Splitter Black.,3.7 out of 5,14,Rp210.000,14 Juli 2018
Generic Digital Multimeter LCD AC/DC Ammeter Resistance Capacitance,Generic,52,Rp25.000,Rp1.077,0.57,,4 out of 5,2,Rp50.000,16 Agustus 2018
Promate THUMP On ear Wired Stereo Headset Blue,Promate,42,Rp59.500,Rp1.799,0.7,Thump is equipped with high end open circum aural headphones for outstanding bass and vocal projection. This headset’s light weight design is built tough to ensure that it never loses its shape. The soft foldable headband and sweat resistant ear cups ensures premium comfort without the bulkiness. Passive noise cancellation ensures that you enjoy your favorite track minus the disturbance.,0 out of 5,0,Rp0,8 Juni 2019
Leadder 5.1CH Wireless Bluetooth Home Theatre  SP 575 Black,Leadder,16,Rp200.000,Rp143,0.29,,3 out of 5,1,Rp200.000,18 Agustus 2018
Generic Aerial Antenna with Free Heavy Duty Power Extension,Generic,47,Rp10.000,Rp879,0.12,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV just connect the antenna to the pole and position it facing the mask signal distributor then connect to the decoder or digital and once the signal if scanned you are ready to receive digital signal clearly  .Oder for this digital area and have Jumia Kenya deliver it right at your doorstep.,4.5 out of 5,2,Rp20.000,26 Februari 2018
Generic Computer Cable 1080P USB 2.0 HDMI Male To Female Adapter Extender Power Supply Connector Cable for HDTV Male Cable(Black),Generic,85,Rp18.560,Rp1.485,0.2,Description:,0 out of 5,0,Rp0,24 Agustus 2019
Samsung tv remote   TV Replacement Remote control   Black...,Samsung,91,,Rp476,,Simple to use nontoxic feel comfortable.,3.7 out of 5,31,Rp0,4 Februari 2019
Handboss Universal Foam Cleaning Agent   Green,Handboss,69,Rp10.010,Rp399,0.6,The Handboss Universal Foam Cleaning Agent contains a natural surface active agent with fast penetration and cleaning property for powerful dirt removing performance. This non toxic anti microbial and deodorizing agent can be used on surfaces of machines metals plastic various office equipment including computers photocopy machines printers interior and exterior surface of car and industry machines furniture floor and ceramic products.,5 out of 5,2,Rp20.020,2 Oktober 2019
Ampex A 8103 3.1Ch Woofer   40000W PMPO   Bluetooth,Ampex,84,Rp68.500,Rp5.969,0.13,,3.6 out of 5,14,Rp959.000,8 Agustus 2019
Plextone Wireless Bluetooth Headphone 800mAh 8G RAM MP3,Plextone,15,Rp105.000,Rp65,0.38,"Product Features: 
 
 
 1.
 the color burst table asymmetrical round ear shell design unique 
unilateral twist hanging arm structure a strong sense of design 
outbreak 
 
 
 2.support for single loop / order play 
 
 
 3.high fidelity sound quality plenty of resolution full bass 
 
 
 4.support for playback mode: Bluetooth mode (wireless connection mobile music) Bluetooth plus cable free to switch 
 
 
 5.built in 800mAh cobalt lithium ion battery 40% volume environment continuous playback time reached a record 30 hours a day. 
 
  
 
 
 ",0 out of 5,0,Rp0,22 April 2019
Generic BC30 Bluetooth Car Kit MP3 Audio Player FM Transmitter Hands free w/ Mic USB Car Charger Support U Disk Music Play Voltage Detection Black (Black) BOKA,Generic,88,Rp56.230,Rp2.249,0.6,,0 out of 5,0,Rp0,12 Oktober 2018
Cute rabbit  FM Radio Support USB AUX   White & Blue,,11,Rp10.000,Rp399,0.6,,3.6 out of 5,12,Rp120.000,8 September 2018
Astra 4 Way Fused Power Extension Long Cable  White,Astra,64,Rp7.000.000,Rp388,0.45,From JSB comes the 6 way extension cable with extended functionality of electrical outlets and gives extra reach to electrical cords. It is ideal for indoor power applications and its 13 amp rated. Its keyhole is easy to fix for wall mounting with safety shuttered sockets for protection.This expansion is ideal for you in the event that you have to associate more than one machine when there is only one attachment available.This augmentation permits you to interface numerous apparatus at any time. It has a neon light when powered on. The link length is long over 5 metres which is perfect for a normal room.Order for this Power extension cable at Jumia online and have it delivered right at your doorstep.,3.8 out of 5,5,Rp35.000.000,13 Mei 2019
Sheginel LED Selfie Ring Light  white,Sheginel,93,Rp10.000,Rp650,0.35,Item: selfie ring light,0 out of 5,0,Rp0,14 April 2019
Astra Two 4 Way Socket Extension Cables+ One Free   White,Astra,77,Rp15.000,Rp867,0.42,"This 4 Way Socket Extension Cable is the ideal plug for all your 
electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for
 homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making
 withstand overheating.Order this 4 Way Socket Extension Cable today 
from Jumiaat a great affordable price and have it delivered right at 
your doorstep.",3.5 out of 5,39,Rp585.000,3 Agustus 2018
Generic Mini Wireless Bluetooth In Ear Earbud Earphone Earpiece Hands free Headphone Headset Invisible Stereo Auriculares V4.1 S530,Generic,21,Rp8.980.000,Rp449,0.5,"





",3.5 out of 5,78,Rp700.440.000,9 Agustus 2018
Sayona Subwoofer HiTech Multimedia 3.1 CH Bluetoothfmusb 12000 watts  Black,Sayona,78,Rp370.000,Rp129,0.65,,0 out of 5,0,Rp0,2 Februari 2018
"Generic 2.7"" Digital Video Camcorder 1080P Camera Black",Generic,15,Rp51.580,Rp2.579,0.5,Package Included:,1 out of 5,1,Rp51.580,5 Juli 2018
Skyworth Universal Tv remote control,Skyworth,26,Rp25.000,Rp18,0.28,This remote control is compatible with both digital and smart Skyworth Tvit operates all functions and commands.Replace your broken or lost Skyworth digital or smart Tv with a new one and easy to use.,2.9 out of 5,9,Rp225.000,14 Juli 2018
Generic Bellamall: Professional Camera Accessories On Camera Video Shotgun Stereo Recording Microphone Mic For DSLR Camera,Generic,92,Rp22.840,Rp1.599,0.3,,3 out of 5,1,Rp22.840,11 September 2018
"Vitron HTC 3246  32""   HD LED Digital TV   (Black).",Vitron,78,Rp200.000,Rp13.999,0.3,,4.3 out of 5,23,Rp4.600.000,1 September 2018
LG LHD677 1000W 4.2Ch DVD Sound Tower Home Theatre System  Black,LG,15,,Rp45.495,,,5 out of 5,1,Rp0,26 Mei 2019
Bose Soundbar 500 System   Black,Bose,86,Rp1.300.000,Rp102.999,0.21,"





",0 out of 5,0,Rp0,15 Februari 2019
Vitron 24 INCH HTC 2446   Digital LED TV   Black,Vitron,82,Rp119.990,Rp8.498,0.29,,4 out of 5,3,Rp359.970,13 Juli 2019
Generic Tripods tripod for camera holder cam gorillapod stativ mobile mount tripe stand clip camera tripod for camera and phone,Generic,82,Rp50.250,Rp2.915,0.42,,0 out of 5,0,Rp0,3 Oktober 2018
Sony 1000W DVD HOME THEATRE SYSTEM 5.1CH DAV DZ350,Sony,80,Rp396.000,Rp31,0.22,Exceptionally elegant and stylish this Sony 5.1 Ch. DVD Home Theatre System DAV DZ350 will keep you pinned to your seat for hours. It features a 5.1 channel system and S Master Digital Amplifier for studio like sound and even has a Karaoke feature so you can sing your favourite songs   great for entertaining friends. Order for it online in Kenya today and have Jumia Kenya deliver it right to wherever you may be.,0 out of 5,0,Rp0,2 November 2018
Generic 3.5mm Plug Jack To 2 RCA Stereo Audio Cables 1.5M/3.0M/5M 3.5 Male To RCA Male Aux Cable For Mp3 Laptop TV Speaker DVD Amplifier,Generic,49,Rp20.750,Rp1.245,0.4,,0 out of 5,0,Rp0,5 Februari 2019
Generic Car Dashcam Camera Full Hd 1080p ( Stick On Windscreen ),Generic,61,Rp27.000,Rp1.749,0.35,Specification:1.Video recorder2.105 degree A + grade high   resolution wide Angle lens3.The Advanced photography compression technology4.2.4 inch high resolution LCD can watch while shooting5.LED Night vision function6. can customs box and logo on the camera . 7.Support TF memory card up to 32 gb (includedOptionl),4.3 out of 5,8,Rp216.000,24 Mei 2018
Generic 2.7 Inch TFT LCD HD Digital Video Camera Camcorder 16x Zoom DV red,Generic,61,Rp92.600,Rp464,0.5,Features:,0 out of 5,0,Rp0,9 Agustus 2018
Lenovo Lenovo  Headphones IPX5 Waterproof Wireless Sport Earphones,Lenovo,58,Rp21.980,Rp1.691,0.23,This pair of Lenovo earphones is designed for you to enjoy listening to music and receiving calls while doing sports. It sets hands free giving more convenience to your daily life. Why not have a try?  ,0 out of 5,0,Rp0,2 Agustus 2018
