nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Multiple Power MP 709 Standard Charger 4 slots for AA AAA 9V Ni mh Ni cd Rechargeable Battery 220V,Multiple Power,65,Rp10.000,Rp780,0.22,"This smart charger can charge 4pcs AA & AAA or 2pcs 9v batteries at a time. The charging current is automatically selected for AA or AAA batteries. Two LEDs indicate the charging status of the batteries and will turn off after the batteries are fully charged. For AA and AAA batteries you have to charge at least 2 batteries. The charger cannot charge a single battery. Good quality batteries can be recharged for up to 1100 times hugely saving your money which you could have used to replace worn out batteries. Please ensure you buy quality batteries from our Gadget Point Store. 

The charger is designed for enhanced performance in high drain applications such as digital cameras CD players portable audio devices hand held games 2 way radios PDAs and other portable high drain digital electronics.

Input: 220V

Output: DC 2.4V AA 150mA  AAA 150mA

             DC  9.0V: 20mA

Charges NiMH or NiCd batteries (separately)",4.6 out of 5,7,Rp70.000,2018-3-10
Generic Hot 6FT 1.8M Display Port DP To HDMI Male 1.4V HDTV LCD PC 1080P Cable Adaptor Cord,Generic,61,Rp12.000,Rp900,0.25,1.8M Display Port DP To HDMI Male AV Cable Adaptor For HDTV LCD PC Laptop 1080P,4.3 out of 5,7,Rp84.000,2018-6-6
TAGWOOD LS 421A Multimedia Speaker System With Bluetooth,TAGWOOD,54,Rp50.000,Rp2.591,0.48,,4.1 out of 5,7,Rp350.000,2018-12-5
Generic TV Stand / Shelf   Brown,Generic,49,,Rp234,,The Unique Collection's Wooden TV Stand / Shelf is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelf to place your flower vase or other home decor. This TV stand/shelf is dismantable and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. ,3.9 out of 5,7,Rp0,2018-1-29
Generic TV Stand / Shelf  beach,Generic,95,,Rp2.915,,The Unique Collection's Wooden TV Stand / Shelf is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelf to place your flower vase or other home decor. This TV stand/shelf is dismantable and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. ,4.7 out of 5,7,Rp0,2019-8-27
M Luck SOLAR RADIO WITH BLUETOOTHTORCH SOLAR PANEL BULBS STB29,M Luck,73,Rp30.000,Rp2.499,0.17,"Sunlar Solar is a leading solution provider in the field of
renewable energy throughout Kenya. Our experience spans over many years and our
systems power simple lighting units in remote. Sunlar Solar has
been involved in spearheading research in the development of low cost
Photovoltaic lighting systems and Clean energy products. Order ",4.4 out of 5,7,Rp210.000,2019-1-15
"Hisense 40B6000PW   40""   Smart Digital Full HD Digital LED TV",Hisense,57,Rp370.000,Rp30.699,0.17,,4.3 out of 5,7,Rp2.590.000,2019-2-10
Ctroniq 65 Inch 4K Ultra HD Smart LED TV   3 HDMI   2 USB   Black,Ctroniq,14,Rp999.900,Rp63.999,0.36,,4.1 out of 5,7,Rp6.999.300,2019-10-5
"LG 49UK6300PVB   49""   Smart UHD 4K LED TV  HDR   Black",LG,15,Rp565.990,Rp53.599,0.05,Four times the resolution of standard HD four times the detail. ULTRA HD 4K gives brilliant clarity and vivid details that amaze even up close. Enjoy a new standard of definition. Order for this LG  49UK6300PVB SMART UHD TV online at Jumia Kenya and have it delivered right at your doorstep.,4.4 out of 5,7,Rp3.961.930,2019-2-2
Multiple Power AAA 1.2V 1250mAh Multiple Power Rechargeable Battery   MP Ni MH,Multiple Power,35,Rp9.000.000,Rp699,0.22,"

This nickel metal hydride batteries abbreviated ",3.9 out of 5,7,Rp63.000.000,2019-6-28
Generic VGA To RCA Cable   Black,Generic,48,,Rp590,,This cable and others like it are more than capable of taking a Component connection and turning it into a VGA one. Both are somewhat similar analogue standards but the main difference is that VGA requires separate signals for both horizontal and vertical sync whereas Component carries both of those and the monochrome information on the green RCA jack plus it generally uses YPrPb colour space whereas VGA uses RGB colour space.,2.6 out of 5,7,Rp0,2019-3-4
Generic Wireless Earphone Bluetooth Headset Stereo Music Earbuds Sport Earphones,Generic,40,Rp12.240,Rp826,0.33,,3.6 out of 5,7,Rp85.680,2018-8-7
Syinix 40S630F 40''   Full HD LED TV   Black,Syinix,18,Rp280.000,Rp208,0.26,​Get an incredible ,4.6 out of 5,7,Rp1.960.000,2018-1-27
Sonar Free to Air Decoder with Digital Aerial,Sonar,88,Rp35.000,Rp1.995,0.43,Have you been switched off? It's time to bounce back with the Sonar ,4 out of 5,7,Rp245.000,2018-6-28
Multiple Power MP 709 Standard Charger 4 slots for AA AAA 9V Ni mh Ni cd Rechargeable Battery 220V,Multiple Power,77,Rp10.000,Rp780,0.22,"This smart charger can charge 4pcs AA & AAA or 2pcs 9v batteries at a time. The charging current is automatically selected for AA or AAA batteries. Two LEDs indicate the charging status of the batteries and will turn off after the batteries are fully charged. For AA and AAA batteries you have to charge at least 2 batteries. The charger cannot charge a single battery. Good quality batteries can be recharged for up to 1100 times hugely saving your money which you could have used to replace worn out batteries. Please ensure you buy quality batteries from our Gadget Point Store. 

The charger is designed for enhanced performance in high drain applications such as digital cameras CD players portable audio devices hand held games 2 way radios PDAs and other portable high drain digital electronics.

Input: 220V

Output: DC 2.4V AA 150mA  AAA 150mA

             DC  9.0V: 20mA

Charges NiMH or NiCd batteries (separately)",4.6 out of 5,7,Rp70.000,2019-11-17
Generic Hot 6FT 1.8M Display Port DP To HDMI Male 1.4V HDTV LCD PC 1080P Cable Adaptor Cord,Generic,74,Rp12.000,Rp900,0.25,1.8M Display Port DP To HDMI Male AV Cable Adaptor For HDTV LCD PC Laptop 1080P,4.3 out of 5,7,Rp84.000,2019-6-14
TAGWOOD LS 421A Multimedia Speaker System With Bluetooth,TAGWOOD,59,Rp50.000,Rp2.591,0.48,,4.1 out of 5,7,Rp350.000,2019-10-18
Generic TV Stand / Shelf   Brown,Generic,68,,Rp234,,The Unique Collection's Wooden TV Stand / Shelf is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelf to place your flower vase or other home decor. This TV stand/shelf is dismantable and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. ,3.9 out of 5,7,Rp0,2019-11-1
Generic TV Stand / Shelf  beach,Generic,52,,Rp2.915,,The Unique Collection's Wooden TV Stand / Shelf is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelf to place your flower vase or other home decor. This TV stand/shelf is dismantable and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. ,4.7 out of 5,7,Rp0,2019-5-16
M Luck SOLAR RADIO WITH BLUETOOTHTORCH SOLAR PANEL BULBS STB29,M Luck,47,Rp30.000,Rp2.499,0.17,"Sunlar Solar is a leading solution provider in the field of
renewable energy throughout Kenya. Our experience spans over many years and our
systems power simple lighting units in remote. Sunlar Solar has
been involved in spearheading research in the development of low cost
Photovoltaic lighting systems and Clean energy products. Order ",4.4 out of 5,7,Rp210.000,2019-12-24
"Hisense 40B6000PW   40""   Smart Digital Full HD Digital LED TV",Hisense,50,Rp370.000,Rp30.699,0.17,,4.3 out of 5,7,Rp2.590.000,2019-8-13
Ctroniq 65 Inch 4K Ultra HD Smart LED TV   3 HDMI   2 USB   Black,Ctroniq,37,Rp999.900,Rp63.999,0.36,,4.1 out of 5,7,Rp6.999.300,2019-2-23
"LG 49UK6300PVB   49""   Smart UHD 4K LED TV  HDR   Black",LG,22,Rp565.990,Rp53.599,0.05,Four times the resolution of standard HD four times the detail. ULTRA HD 4K gives brilliant clarity and vivid details that amaze even up close. Enjoy a new standard of definition. Order for this LG  49UK6300PVB SMART UHD TV online at Jumia Kenya and have it delivered right at your doorstep.,4.4 out of 5,7,Rp3.961.930,2018-12-17
Multiple Power AAA 1.2V 1250mAh Multiple Power Rechargeable Battery   MP Ni MH,Multiple Power,76,Rp9.000.000,Rp699,0.22,"

This nickel metal hydride batteries abbreviated ",3.9 out of 5,7,Rp63.000.000,2018-3-25
Generic VGA To RCA Cable   Black,Generic,93,,Rp590,,This cable and others like it are more than capable of taking a Component connection and turning it into a VGA one. Both are somewhat similar analogue standards but the main difference is that VGA requires separate signals for both horizontal and vertical sync whereas Component carries both of those and the monochrome information on the green RCA jack plus it generally uses YPrPb colour space whereas VGA uses RGB colour space.,2.6 out of 5,7,Rp0,2019-2-4
"TCL 24D3100   24"" HD Digital LED TV   Black",TCL,84,Rp150.000,Rp9.495,37%,"

",4.7 out of 5,6,Rp900.000,2019-5-24
Royal Sound SubwooferHitech MultiMedia SpeakerSystem FM USBWireless BluetoothUSBFM 10000 watts,Royal Sound,37,Rp80.000,Rp445,44%,The,3.3 out of 5,6,Rp480.000,2019-10-11
Vitron V4 Digital DVD Player + Free Heavy Duty Extension Cable,Vitron,66,,Rp2.642,,,4.2 out of 5,6,Rp0,2018-7-28
"TCL 24D3100   24"" HD Digital LED TV   Black",TCL,12,Rp150.000,Rp9.495,0.37,"

",4.7 out of 5,6,Rp900.000,2019-5-13
Vitron Subwoofer System Tallboy woofer 2.1 channel FMUSBBluetooth 9000Watts   Black,Vitron,86,Rp120.000,Rp675,0.44,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time,3.7 out of 5,6,Rp720.000,2018-10-30
UKA Universal Uka Tv  remote,UKA,70,Rp19.990,Rp1.599,0.2,Universal digital and smart Tv remote compatible with UKA Tv .It operates all functions and commands. Replace your broken or lost Uka Tv remote control by ordering it from Jumia Kenya.,4.3 out of 5,6,Rp119.940,2018-2-3
Von Hotpoint Universal Tv Remote,Von Hotpoint,85,Rp18.000,Rp115,0.36,Universal Remote control suitable for Von Hot point  digital TVsIt operates all functions and commandsReplace your lost or broken remote control.Order it from Jumia Kenya and have it now.,3.3 out of 5,6,Rp108.000,2019-8-29
"Premier Tilt Mount Bracket. 14"" To 42""",Premier,79,,Rp749,,Strong Durable and Quality wall mount Brackets to mount your television ,2.7 out of 5,6,Rp0,2018-4-24
Ampex A 8101  3.1Ch Woofer   40000W PMPO   Bluetooth/USB/SD/FM 3.1CH DigitalRadio,Ampex,94,Rp68.500,Rp5.944,0.13,,3.8 out of 5,6,Rp411.000,2019-5-16
Generic DVI D (24+1) 25 Pin Male To HDMI Female Adapter Connector Converter Gold Plated,Generic,50,Rp5.000.000,Rp490,0.02,This adapter converts a DVI male connecter to an HDMI female connecter or HDMI female connecter to a DVI male connecter.,3.8 out of 5,6,Rp30.000.000,2019-7-8
Vitron V4 Digital DVD Player + Free Heavy Duty Extension Cable,Vitron,22,,Rp2.642,,,4.2 out of 5,6,Rp0,2019-6-29
Generic Digital Receiver TV Aerial Plus 10mtrs Cable...,Generic,93,Rp25.000,Rp710,0.72,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,4.3 out of 5,6,Rp150.000,2018-10-21
ZUKU Decoder Remote Control   Black,ZUKU,87,Rp15.000,Rp899,0.4,Zuku digital receiver control for all operation operate your docoder remotely switching power on and off setting and program and volume charges.,2.8 out of 5,6,Rp90.000,2018-7-16
Generic P47 Bluetooth 4.0 Headphone Music Headset With Mem Slot  Blue,Generic,61,Rp13.990,Rp999,0.29,1.Bluetooth connection: Wireless connection frees you from twisted or kinked cable. Up to 10 meters operation range no need to worry about the disconnection while you are on a move. 2.Music card support: This headset is like a MP3 player. You can insert the music card in the headset and listen to all the music you want. 3.Audio cable applicable: If the headset runs out of power or you have to connect it to a device with no Bluetooth connection you can connect them with a 3.5 mm audio cable. This is a very convenient and thoughtful design. 4. High quality: Built in high quality audio coded giving you excellent voice experience Ergonomic design make this headsets comfortable for long time wearing. Foldable design makes it easy to carry with. 5. Multifunctional: This headphone has more functions than you can imagine like Radio Function with a built in radio antenna and a radio set this headset is like a radio.,4.8 out of 5,6,Rp83.940,2019-10-21
MK Electronics TV Guard + FREE 1.5M HDMI + 4 Way Socket Extention,MK Electronics,56,Rp19.990,Rp1.348,0.33,Buy a TV Guard Voltage Protector Get a FREE 1.5m HDMI cable + + 4 Way socket Extention from Jumia online store and protect your LED/LCD,4.7 out of 5,6,Rp119.940,2019-11-6
Generic USB 3.1 Type C To HDMI VGA DVI USB 3.0 Adapter Cable 4 In 1,Generic,20,Rp40.000,Rp2.999,0.25,            Features:              1.  4 in 1  . This Multiport Adapter convert your  type C port to 1x HDMI output 1x VGA output 1x DVI output and 1x USB3.0  output. Replaces need for multiple adaptors.                       ​2.Convert laptop signal via USB C port to HDMI VGA or DVI port of projector monitor TV and other display equipment. The HDMI/VGA/DVI ports cannot be used simultaneously.                       ​3.High Resolution Supported: HDMI support 4Kx2K 30Hz(3840x2160) down compatible 1080P 720P. VGA resolution up to ,4.3 out of 5,6,Rp240.000,2019-12-1
Vision 43” CURVED FULL HD ANDROID TV VP 8843C – Black,Vision,52,Rp352.660,Rp32.899,0.07,,5 out of 5,6,Rp2.115.960,2019-8-7
Sayona SHT 1206BT   Sub woofer System  – Black,Sayona,97,,Rp126,,,4 out of 5,6,Rp0,2018-6-24
Generic Mini Tripod 2 Section Extendable Desktop Tripod Stand Holder 1/4 Inch Screw Mounts for Phone ILDC Max. Load 0.5kg Black,Generic,83,Rp2.720.000,Rp209,0.23,2 section extendable design its working height can be easily adjusted from 13.1cm to 18.2cm. Max. load 0.5kg/1.1lb.,2.7 out of 5,6,Rp16.320.000,2018-10-28
Generic Telescopes Portable Travel Night Vision Mini Binoculars,Generic,32,Rp17.000,Rp1.299,0.24,,4.2 out of 5,6,Rp102.000,2019-12-14
Power UK LAPTOP 3 PIN MAINS CLOVER LEAF POWER CORD C5 CABLE,Power,82,Rp5.000.000,Rp260,0.48,Clover Leaf Power Cable Cord your power cord for your laptop/notebook broken or lost? If so this AC power cord is the perfect replacement! Use this cable as a replacement cord for laptops and notebooks that require a 3 slot power cord. The 3 Slot Female connector plugs directly into your device. If the power cord for your laptop/notebook is starting to show signs of wear and tear replace it with this New and high quality cable,3.3 out of 5,6,Rp30.000.000,2018-11-1
Generic S530X Invisible Earphones  Headphones In ear Headset Stereo,Generic,97,Rp5.220.000,Rp298,0.43,The BT Stereo Headset comes with ultra small size & ultra light weight BT chip and hands free call with built in high performance Speaker & Microphone offering wonderful music and clear communication. Its light weight and compact portable size are perfectly suitable for office and travelling use.  ,3.8 out of 5,6,Rp31.320.000,2019-3-12
Sony DAV DZ650 5.1 1000W DVD Home Theatre System   Black,Sony,73,Rp360.000,Rp35.699,0.01,Exceptionally elegant and stylish this ,4.8 out of 5,6,Rp2.160.000,2018-7-29
Owlenz Projector LED WiFi Full HD 1080p Home Theater HDMI USB VGA,Owlenz,63,,Rp22,,1500 LUMENS!OWLENZ WIFI HD 1080p Projector,3.8 out of 5,6,Rp0,2018-12-28
"Phelistar Digital TV Aerial 10m cable +TV Wall Mount Bracket 14""   42""",Phelistar,37,Rp30.000,Rp999,0.67,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,4.5 out of 5,6,Rp180.000,2019-6-7
"TCL 24D3100   24"" HD Digital LED TV   Black",TCL,29,Rp150.000,Rp9.495,0.37,"

",4.7 out of 5,6,Rp900.000,2019-4-24
Vitron Subwoofer System Tallboy woofer 2.1 channel FMUSBBluetooth 9000Watts   Black,Vitron,52,Rp120.000,Rp675,0.44,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time,3.7 out of 5,6,Rp720.000,2018-12-18
UKA Universal Uka Tv  remote,UKA,69,Rp19.990,Rp1.599,0.2,Universal digital and smart Tv remote compatible with UKA Tv .It operates all functions and commands. Replace your broken or lost Uka Tv remote control by ordering it from Jumia Kenya.,4.3 out of 5,6,Rp119.940,2019-7-20
Von Hotpoint Universal Tv Remote,Von Hotpoint,55,Rp18.000,Rp115,0.36,Universal Remote control suitable for Von Hot point  digital TVsIt operates all functions and commandsReplace your lost or broken remote control.Order it from Jumia Kenya and have it now.,3.3 out of 5,6,Rp108.000,2018-11-23
